month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,CTR
April,19,camp 1,Low,160 x 600,ghi,22,0.0369,0,0.0,0,0.0,0.0
April,19,camp 1,Low,160 x 600,mno,2644,0.5515,3,0.5471,0,0.0,0.11346444780635401
April,19,camp 1,Medium,160 x 600,def,2867,1.5955,18,3.2944,0,0.0,0.6278339727938612
April,19,camp 1,Medium,160 x 600,ghi,575,0.9759,3,0.5471,0,0.0,0.5217391304347827
April,19,camp 1,Medium,160 x 600,mno,20271,10.0393,121,22.0747,15,970.3384,0.5969118445069311
April,19,camp 1,High,240 x 400,def,52615,43.4488,246,44.0,51,3139.3849,0.4675472773923786
April,19,camp 1,High,240 x 400,ghi,418646,377.3068,10256,1871.0,2809,127235.3687,2.4498024584016087
April,19,camp 1,High,240 x 400,jkl,44449,20.6891,480,87.0,233,11980.0736,1.079889311345587
April,19,camp 1,High,240 x 400,mno,145317,216.6329,1016,185.0,387,16130.9285,0.699161144257038
April,19,camp 1,Low,240 x 400,def,585,0.1238,4,0.7295,0,0.0,0.6837606837606838
April,19,camp 1,Low,240 x 400,ghi,1364,1.0434,18,3.2829,0,0.0,1.3196480938416422
April,19,camp 1,Low,240 x 400,jkl,300,0.1368,4,0.7295,0,0.0,1.3333333333333335
April,19,camp 1,Low,240 x 400,mno,1200,0.3308,1,0.1823,0,0.0,0.08333333333333334
April,19,camp 1,Medium,240 x 400,def,6515,2.6233,29,5.2949,4,234.8187,0.4451266308518803
April,19,camp 1,Medium,240 x 400,ghi,25500,21.3883,776,141.608,78,3503.5098,3.043137254901961
April,19,camp 1,Medium,240 x 400,jkl,3671,1.7579,41,7.4779,3,407.8995,1.1168618904930536
April,19,camp 1,Medium,240 x 400,mno,13271,9.6025,90,16.4201,4,130.3186,0.6781704468389722
April,19,camp 1,High,300 x 250,abc,17,0.0413,0,0.0,0,0.0,0.0
April,19,camp 1,High,300 x 250,def,41007,42.4023,205,37.0,80,4133.4886,0.49991464871851143
April,19,camp 1,High,300 x 250,ghi,60040,41.3142,913,166.0,364,18784.6363,1.5206528980679546
April,19,camp 1,High,300 x 250,jkl,5852,3.301,19,3.0,2,348.6622,0.3246753246753247
April,19,camp 1,High,300 x 250,mno,250271,305.496,1737,317.0,735,34102.2019,0.6940476523448581
April,19,camp 1,Low,300 x 250,def,356,0.1095,0,0.0,0,0.0,0.0
April,19,camp 1,Low,300 x 250,ghi,165,0.0948,7,1.2767,1,48.4242,4.242424242424243
April,19,camp 1,Low,300 x 250,jkl,12,0.0069,0,0.0,0,0.0,0.0
April,19,camp 1,Low,300 x 250,mno,2816,0.6876,10,1.8238,3,76.955,0.35511363636363635
April,19,camp 1,Medium,300 x 250,def,4211,2.4497,23,4.1949,1,47.5904,0.5461885537876989
April,19,camp 1,Medium,300 x 250,ghi,2793,1.7851,98,17.8969,2,173.8564,3.508771929824561
April,19,camp 1,Medium,300 x 250,jkl,461,0.2878,5,0.9119,1,106.046,1.0845986984815619
April,19,camp 1,Medium,300 x 250,mno,27088,14.3203,156,28.4526,19,1113.0667,0.5759007678676905
April,19,camp 1,High,468 x 60,def,1118,0.5445,1,0.0,0,0.0,0.08944543828264759
April,19,camp 1,High,468 x 60,ghi,407,0.1591,0,0.0,0,0.0,0.0
April,19,camp 1,High,468 x 60,jkl,7,0.0045,0,0.0,0,0.0,0.0
April,19,camp 1,High,468 x 60,mno,2812,1.4233,6,1.0,18,324.9126,0.21337126600284498
April,19,camp 1,Low,468 x 60,def,7,0.0024,0,0.0,0,0.0,0.0
April,19,camp 1,Low,468 x 60,mno,21,0.0009,0,0.0,0,0.0,0.0
April,19,camp 1,Medium,468 x 60,def,126,0.0346,0,0.0,0,0.0,0.0
April,19,camp 1,Medium,468 x 60,ghi,14,0.0054,0,0.0,0,0.0,0.0
April,19,camp 1,Medium,468 x 60,jkl,3,0.0019,0,0.0,0,0.0,0.0
April,19,camp 1,Medium,468 x 60,mno,206,0.0539,0,0.0,0,0.0,0.0
April,19,camp 1,High,580 x 400,mno,45003,121.2219,772,141.0,418,19327.8262,1.7154411928093682
April,19,camp 1,Low,580 x 400,mno,397,0.1479,1,0.1823,0,0.0,0.2518891687657431
April,19,camp 1,Medium,580 x 400,mno,4085,5.0344,75,13.6791,11,945.3602,1.8359853121175032
April,19,camp 1,High,670 x 90,def,5565,12.0284,43,7.0,11,354.0217,0.7726864330637916
April,19,camp 1,High,670 x 90,ghi,17558,12.4774,146,26.0,29,881.2974,0.8315297869916847
April,19,camp 1,High,670 x 90,jkl,394,0.2774,4,0.0,0,0.0,1.015228426395939
April,19,camp 1,High,670 x 90,mno,20085,29.8442,123,22.0,30,1690.6814,0.6123973114264376
April,19,camp 1,Low,670 x 90,def,86,0.0137,0,0.0,0,0.0,0.0
April,19,camp 1,Low,670 x 90,ghi,13,0.0067,0,0.0,0,0.0,0.0
April,19,camp 1,Low,670 x 90,jkl,6,0.0046,0,0.0,0,0.0,0.0
April,19,camp 1,Low,670 x 90,mno,233,0.0345,0,0.0,0,0.0,0.0
April,19,camp 1,Medium,670 x 90,def,480,0.3757,2,0.3647,2,31.9962,0.4166666666666667
April,19,camp 1,Medium,670 x 90,ghi,889,0.613,16,2.9239,0,0.0,1.799775028121485
April,19,camp 1,Medium,670 x 90,jkl,20,0.0122,1,0.1823,0,0.0,5.0
April,19,camp 1,Medium,670 x 90,mno,2206,1.1831,8,1.4591,0,0.0,0.3626473254759746
April,19,camp 1,High,728 x 90,abc,3,0.0065,0,0.0,0,0.0,0.0
April,19,camp 1,High,728 x 90,def,75931,81.3918,411,75.0,217,13919.9699,0.5412808997642596
April,19,camp 1,High,728 x 90,ghi,227419,289.3516,2847,519.0,1294,54463.7661,1.2518742937045717
April,19,camp 1,High,728 x 90,jkl,38663,15.4297,234,42.0,95,6600.8661,0.6052298062747329
April,19,camp 1,High,728 x 90,mno,299633,308.8014,1595,291.0,645,32544.8225,0.5323178688595716
April,19,camp 1,High,728 x 90,,10,0.008,0,0.0,0,0.0,0.0
April,19,camp 1,Low,728 x 90,def,772,0.2305,3,0.5471,1,330.254,0.38860103626943004
April,19,camp 1,Low,728 x 90,ghi,352,0.4226,0,0.0,0,0.0,0.0
April,19,camp 1,Low,728 x 90,jkl,240,0.089,2,0.3647,0,0.0,0.8333333333333334
April,19,camp 1,Low,728 x 90,mno,3484,0.5983,4,0.7295,0,0.0,0.1148105625717566
April,19,camp 1,Medium,728 x 90,def,8284,4.8956,47,8.5722,3,821.8308,0.5673587638821825
April,19,camp 1,Medium,728 x 90,ghi,10798,13.4053,166,30.2937,32,1343.5467,1.537321726245601
April,19,camp 1,Medium,728 x 90,jkl,3300,1.3313,39,7.1188,7,929.4969,1.1818181818181819
April,19,camp 1,Medium,728 x 90,mno,33632,15.6409,158,28.8303,31,1068.1971,0.469790675547098
April,19,camp 1,Medium,728 x 90,,1,0.0008,0,0.0,0,0.0,0.0
April,19,camp 1,High,800 x 250,mno,9,0.0304,0,0.0,0,0.0,0.0
April,19,camp 1,Low,800 x 250,mno,1,0.0,0,0.0,0,0.0,0.0
April,19,camp 1,Medium,800 x 250,mno,11,0.0021,0,0.0,0,0.0,0.0
April,19,camp 2,Low,160 x 600,def,6554,0.5129,29,1.1334,1,73.9065,0.4424778761061947
April,19,camp 2,Low,160 x 600,ghi,128,0.1685,4,0.1563,0,0.0,3.125
April,19,camp 2,Low,160 x 600,mno,35868,4.539,219,8.5592,3,216.1046,0.6105720976915356
April,19,camp 2,Medium,160 x 600,def,22168,4.8542,262,10.2435,1,33.9625,1.1818837964633706
April,19,camp 2,Medium,160 x 600,ghi,3045,4.4268,61,2.384,7,95.5456,2.0032840722495897
April,19,camp 2,Medium,160 x 600,mno,150670,39.7955,2571,100.5091,35,2936.6442,1.70637817747395
April,19,camp 2,Low,240 x 400,def,9415,1.3225,33,1.2897,5,164.8013,0.3505045140732873
April,19,camp 2,Low,240 x 400,ghi,23711,18.8005,499,19.5087,6,665.2246,2.1045084559908904
April,19,camp 2,Low,240 x 400,jkl,2503,1.1241,42,1.6414,1,20.8314,1.6779864163004392
April,19,camp 2,Low,240 x 400,mno,20922,2.3751,88,3.4393,0,0.0,0.4206098843322818
April,19,camp 2,Medium,240 x 400,def,52275,12.0418,783,30.6059,9,636.4049,1.497847919655667
April,19,camp 2,Medium,240 x 400,ghi,207290,177.5025,9719,379.9578,227,15558.5273,4.688600511360896
April,19,camp 2,Medium,240 x 400,jkl,21398,9.8054,631,24.6627,20,797.6519,2.9488737265164966
April,19,camp 2,Medium,240 x 400,mno,103507,30.5038,1217,47.5851,19,1832.3723,1.1757658902296462
April,19,camp 2,Low,300 x 250,abc,4,0.011,0,0.0,0,0.0,0.0
April,19,camp 2,Low,300 x 250,def,8389,1.0592,36,1.4069,1,57.4524,0.4291333889617356
April,19,camp 2,Low,300 x 250,ghi,3593,2.2009,94,3.6787,0,0.0,2.6161981630949067
April,19,camp 2,Low,300 x 250,jkl,86,0.0503,0,0.0,0,0.0,0.0
April,19,camp 2,Low,300 x 250,mno,42954,4.6632,235,9.187,2,82.996,0.5470968943520976
April,19,camp 2,Medium,300 x 250,abc,2,0.0034,0,0.0,0,0.0,0.0
April,19,camp 2,Medium,300 x 250,def,31051,10.2858,454,17.7487,4,376.9715,1.462110721071785
April,19,camp 2,Medium,300 x 250,ghi,26854,17.1235,1493,58.3844,26,1213.4432,5.559693155582036
April,19,camp 2,Medium,300 x 250,jkl,1444,0.8229,21,0.8207,0,0.0,1.4542936288088644
April,19,camp 2,Medium,300 x 250,mno,184597,46.8312,2063,80.6472,29,1917.9422,1.1175696246417872
April,19,camp 2,Low,468 x 60,def,84,0.0138,2,0.0781,0,0.0,2.380952380952381
April,19,camp 2,Low,468 x 60,ghi,10,0.0039,0,0.0,0,0.0,0.0
April,19,camp 2,Low,468 x 60,mno,577,0.0171,1,0.039,0,0.0,0.17331022530329288
April,19,camp 2,Medium,468 x 60,def,675,0.1431,4,0.1563,0,0.0,0.5925925925925926
April,19,camp 2,Medium,468 x 60,ghi,156,0.0609,4,0.1563,0,0.0,2.564102564102564
April,19,camp 2,Medium,468 x 60,jkl,6,0.0038,0,0.0,0,0.0,0.0
April,19,camp 2,Medium,468 x 60,mno,1544,0.17,12,0.4689,0,0.0,0.7772020725388601
April,19,camp 2,Low,580 x 400,mno,9082,2.1234,157,6.1385,0,0.0,1.728694120237833
April,19,camp 2,Medium,580 x 400,mno,38798,20.4702,1292,50.5189,22,2109.1656,3.330068560235064
April,19,camp 2,Low,670 x 90,def,1673,0.178,5,0.1954,0,0.0,0.2988643156007173
April,19,camp 2,Low,670 x 90,ghi,310,0.187,1,0.039,0,0.0,0.3225806451612903
April,19,camp 2,Low,670 x 90,jkl,38,0.0251,3,0.1172,0,0.0,7.894736842105263
April,19,camp 2,Low,670 x 90,mno,4184,0.3074,21,0.8207,0,0.0,0.5019120458891013
April,19,camp 2,Medium,670 x 90,def,5679,1.9347,102,3.9889,3,284.8579,1.7960908610670894
April,19,camp 2,Medium,670 x 90,ghi,5473,3.9014,64,2.5037,3,95.9392,1.1693769413484378
April,19,camp 2,Medium,670 x 90,jkl,311,0.2126,8,0.3126,0,0.0,2.572347266881029
April,19,camp 2,Medium,670 x 90,mno,17527,3.9754,214,8.3711,4,214.5735,1.220973355394534
April,19,camp 2,Low,728 x 90,abc,2,0.002,0,0.0,0,0.0,0.0
April,19,camp 2,Low,728 x 90,def,11208,1.6135,62,2.4268,2,749.8686,0.5531763026409707
April,19,camp 2,Low,728 x 90,ghi,4087,4.3938,63,2.4622,2,92.5492,1.5414729630535846
April,19,camp 2,Low,728 x 90,jkl,1755,0.6466,18,0.7034,1,2.3189,1.0256410256410255
April,19,camp 2,Low,728 x 90,mno,40886,3.377,208,8.1379,4,306.6845,0.5087315951670499
April,19,camp 2,Medium,728 x 90,abc,3,0.0038,0,0.0,0,0.0,0.0
April,19,camp 2,Medium,728 x 90,def,61607,17.886,695,27.1678,16,1035.3345,1.1281185579560764
April,19,camp 2,Medium,728 x 90,ghi,65601,74.8757,1856,72.563,47,2726.926,2.829225164250545
April,19,camp 2,Medium,728 x 90,jkl,15907,6.1648,261,10.2019,3,113.5506,1.6407870748726974
April,19,camp 2,Medium,728 x 90,mno,196201,44.0355,2224,86.9605,38,2641.6866,1.1335314295034173
April,19,camp 2,Medium,728 x 90,,6,0.0048,0,0.0,0,0.0,0.0
April,19,camp 2,Low,800 x 250,mno,2,0.0,0,0.0,0,0.0,0.0
April,19,camp 2,Medium,800 x 250,mno,13,0.002,0,0.0,0,0.0,0.0
April,19,camp 3,High,160 x 600,def,2241,0.3585,1,0.0521,0,0.0,0.04462293618920125
April,19,camp 3,High,160 x 600,ghi,6,0.0039,0,0.0,0,0.0,0.0
April,19,camp 3,High,160 x 600,mno,19829,4.0684,24,1.2506,2,190.8568,0.12103484794997227
April,19,camp 3,High,160 x 600,,1,0.0006,0,0.0,0,0.0,0.0
April,19,camp 3,Low,160 x 600,abc,1,0.0007,0,0.0,0,0.0,0.0
April,19,camp 3,Low,160 x 600,def,7110,0.2715,12,0.6253,1,5.198,0.16877637130801687
April,19,camp 3,Low,160 x 600,ghi,12,0.0152,0,0.0,0,0.0,0.0
April,19,camp 3,Low,160 x 600,mno,29488,1.4066,49,2.5534,0,0.0,0.1661692892023874
April,19,camp 3,Medium,160 x 600,def,10808,0.7228,41,2.1365,0,0.0,0.37934863064396745
April,19,camp 3,Medium,160 x 600,ghi,31,0.0377,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,160 x 600,mno,62125,5.8847,233,12.1435,3,1303.5909,0.3750503018108652
April,19,camp 3,High,240 x 400,def,6081,1.1963,6,0.3126,0,0.0,0.09866798223976321
April,19,camp 3,High,240 x 400,ghi,6825,5.9583,43,2.2424,0,0.0,0.63003663003663
April,19,camp 3,High,240 x 400,jkl,3892,1.815,11,0.5748,0,0.0,0.28263103802672146
April,19,camp 3,High,240 x 400,mno,15562,3.2754,23,1.2001,3,390.6878,0.14779591312170673
April,19,camp 3,Low,240 x 400,def,6596,0.5009,13,0.6774,0,0.0,0.19708914493632504
April,19,camp 3,Low,240 x 400,ghi,2479,1.9762,10,0.5211,0,0.0,0.40338846308995563
April,19,camp 3,Low,240 x 400,jkl,337,0.1736,7,0.3647,0,0.0,2.0771513353115725
April,19,camp 3,Low,240 x 400,mno,11999,0.385,15,0.7816,0,0.0,0.12501041753479458
April,19,camp 3,Medium,240 x 400,def,16287,1.7683,49,2.5534,0,0.0,0.30085344139497755
April,19,camp 3,Medium,240 x 400,ghi,8853,7.052,127,6.6197,2,61.428,1.4345419631763243
April,19,camp 3,Medium,240 x 400,jkl,2857,1.4656,36,1.8759,1,161.3619,1.2600630031501576
April,19,camp 3,Medium,240 x 400,mno,30431,1.9451,67,3.493,3,312.2003,0.22017022115605797
April,19,camp 3,High,300 x 250,def,3691,0.9616,15,0.7837,0,0.0,0.40639393118396094
April,19,camp 3,High,300 x 250,ghi,868,0.4975,7,0.3647,0,0.0,0.8064516129032258
April,19,camp 3,High,300 x 250,jkl,189,0.1145,1,0.0521,0,0.0,0.5291005291005291
April,19,camp 3,High,300 x 250,mno,23990,5.9675,81,4.2275,8,7664.2643,0.33764068361817423
April,19,camp 3,Low,300 x 250,abc,3,0.0026,0,0.0,0,0.0,0.0
April,19,camp 3,Low,300 x 250,def,14993,0.6748,61,3.1787,0,0.0,0.4068565330487561
April,19,camp 3,Low,300 x 250,ghi,481,0.272,7,0.3647,0,0.0,1.4553014553014554
April,19,camp 3,Low,300 x 250,jkl,1,0.0002,0,0.0,0,0.0,0.0
April,19,camp 3,Low,300 x 250,mno,38535,1.5051,80,4.1705,0,0.0,0.20760347735824577
April,19,camp 3,Medium,300 x 250,abc,2,0.0017,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,300 x 250,def,21056,1.873,93,4.8463,0,0.0,0.4416793313069909
April,19,camp 3,Medium,300 x 250,ghi,1438,0.7778,27,1.4102,0,0.0,1.8776077885952713
April,19,camp 3,Medium,300 x 250,jkl,22,0.0078,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,300 x 250,mno,75604,5.642,231,12.0442,0,0.0,0.30553938945029363
April,19,camp 3,High,468 x 60,def,57,0.0116,0,0.0,0,0.0,0.0
April,19,camp 3,High,468 x 60,ghi,1,0.0003,0,0.0,0,0.0,0.0
April,19,camp 3,High,468 x 60,mno,144,0.007,0,0.0,0,0.0,0.0
April,19,camp 3,Low,468 x 60,def,79,0.0022,0,0.0,0,0.0,0.0
April,19,camp 3,Low,468 x 60,ghi,2,0.0007,0,0.0,0,0.0,0.0
April,19,camp 3,Low,468 x 60,mno,147,0.0025,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,468 x 60,def,164,0.0111,1,0.0521,0,0.0,0.6097560975609756
April,19,camp 3,Medium,468 x 60,ghi,5,0.0019,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,468 x 60,mno,386,0.0075,0,0.0,0,0.0,0.0
April,19,camp 3,High,580 x 400,mno,5667,2.1446,45,2.3481,2,323.5824,0.7940709370037057
April,19,camp 3,Low,580 x 400,mno,6709,0.4605,61,3.1787,0,0.0,0.9092264122820092
April,19,camp 3,Medium,580 x 400,mno,14381,1.7242,134,6.9845,0,0.0,0.9317849940894235
April,19,camp 3,High,670 x 90,def,494,0.1602,0,0.0,0,0.0,0.0
April,19,camp 3,High,670 x 90,ghi,99,0.0719,0,0.0,0,0.0,0.0
April,19,camp 3,High,670 x 90,jkl,22,0.0142,0,0.0,0,0.0,0.0
April,19,camp 3,High,670 x 90,mno,1802,0.2858,5,0.2605,0,0.0,0.27746947835738067
April,19,camp 3,Low,670 x 90,def,3484,0.1444,10,0.5211,0,0.0,0.28702640642939153
April,19,camp 3,Low,670 x 90,ghi,27,0.0232,0,0.0,0,0.0,0.0
April,19,camp 3,Low,670 x 90,jkl,2,0.0007,0,0.0,0,0.0,0.0
April,19,camp 3,Low,670 x 90,mno,2785,0.0558,9,0.4689,0,0.0,0.3231597845601436
April,19,camp 3,Medium,670 x 90,def,4444,0.3114,16,0.8354,0,0.0,0.36003600360036003
April,19,camp 3,Medium,670 x 90,ghi,81,0.0665,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,670 x 90,jkl,34,0.017,1,0.0521,0,0.0,2.941176470588235
April,19,camp 3,Medium,670 x 90,mno,5251,0.1967,12,0.6253,0,0.0,0.22852789944772423
April,19,camp 3,High,728 x 90,abc,2,0.002,0,0.0,0,0.0,0.0
April,19,camp 3,High,728 x 90,def,6542,1.3996,17,0.8858,1,70.1936,0.25985937022317335
April,19,camp 3,High,728 x 90,ghi,1005,1.0532,8,0.4168,1,58.182,0.7960199004975124
April,19,camp 3,High,728 x 90,jkl,1823,0.6764,8,0.4185,1,31.5592,0.4388370817334065
April,19,camp 3,High,728 x 90,mno,22779,4.2322,31,1.6154,2,82.8957,0.13609025857149126
April,19,camp 3,High,728 x 90,,13,0.0148,0,0.0,0,0.0,0.0
April,19,camp 3,Low,728 x 90,abc,1,0.001,0,0.0,0,0.0,0.0
April,19,camp 3,Low,728 x 90,def,6304,0.4583,23,1.2001,0,0.0,0.36484771573604063
April,19,camp 3,Low,728 x 90,ghi,368,0.373,0,0.0,0,0.0,0.0
April,19,camp 3,Low,728 x 90,jkl,61,0.0184,0,0.0,0,0.0,0.0
April,19,camp 3,Low,728 x 90,mno,35113,1.0517,52,2.7097,0,0.0,0.1480932987782303
April,19,camp 3,Medium,728 x 90,abc,1,0.0015,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,728 x 90,def,18451,2.0863,56,2.9198,0,0.0,0.30350658500894256
April,19,camp 3,Medium,728 x 90,ghi,1136,1.0961,12,0.6253,0,0.0,1.056338028169014
April,19,camp 3,Medium,728 x 90,jkl,786,0.2482,8,0.4168,0,0.0,1.0178117048346056
April,19,camp 3,Medium,728 x 90,mno,79249,3.9038,136,7.094,2,105.1851,0.17161099824603465
April,19,camp 3,Medium,728 x 90,,7,0.0166,0,0.0,0,0.0,0.0
April,19,camp 3,Low,800 x 250,mno,1,0.0,0,0.0,0,0.0,0.0
April,19,camp 3,Medium,800 x 250,mno,4,0.0005,0,0.0,0,0.0,0.0
April,20,camp 1,High,160 x 600,abc,1,0.0015,0,0.0,0,0.0,0.0
April,20,camp 1,High,160 x 600,def,20793,21.5939,140,26.0,34,2629.1466,0.6733035156062136
April,20,camp 1,High,160 x 600,ghi,13880,25.3205,128,24.0,51,2224.656,0.9221902017291067
April,20,camp 1,High,160 x 600,mno,166479,220.8876,1354,254.0,559,24668.9553,0.8133157935835751
April,20,camp 1,High,160 x 600,,1,0.0006,0,0.0,0,0.0,0.0
April,20,camp 1,Low,160 x 600,def,615,0.1233,0,0.0,0,0.0,0.0
April,20,camp 1,Low,160 x 600,ghi,22,0.0373,0,0.0,0,0.0,0.0
April,20,camp 1,Low,160 x 600,mno,2774,0.6904,6,1.1281,2,180.6579,0.21629416005767843
April,20,camp 1,Medium,160 x 600,def,2790,1.2719,15,2.8216,2,71.5627,0.5376344086021506
April,20,camp 1,Medium,160 x 600,ghi,521,0.8781,4,0.7524,0,0.0,0.7677543186180422
April,20,camp 1,Medium,160 x 600,mno,20718,11.7386,174,32.729,24,1691.592,0.8398494063133507
April,20,camp 1,High,240 x 400,def,50112,42.267,223,42.0,34,1990.0055,0.4450031928480204
April,20,camp 1,High,240 x 400,ghi,418012,386.064,9843,1851.0,2658,137089.9168,2.3547170894615466
April,20,camp 1,High,240 x 400,jkl,41510,19.7508,322,60.0,128,6326.4011,0.775716694772344
April,20,camp 1,High,240 x 400,mno,143495,246.6064,1018,191.0,397,19848.3064,0.7094323844036378
April,20,camp 1,Low,240 x 400,def,733,0.1549,3,0.5643,0,0.0,0.4092769440654843
April,20,camp 1,Low,240 x 400,ghi,1560,1.2373,15,2.8216,2,289.3279,0.9615384615384616
April,20,camp 1,Low,240 x 400,jkl,295,0.1316,0,0.0,0,0.0,0.0
April,20,camp 1,Low,240 x 400,mno,1117,0.3183,3,0.5643,1,56.5944,0.26857654431512984
April,20,camp 1,Medium,240 x 400,def,6074,2.4873,31,5.8314,1,148.5,0.5103720777082648
April,20,camp 1,Medium,240 x 400,ghi,24942,21.4405,744,139.9516,84,8091.7356,2.982920375270628
April,20,camp 1,Medium,240 x 400,jkl,3229,1.5535,26,4.8908,6,281.9647,0.8052028491793125
April,20,camp 1,Medium,240 x 400,mno,12855,11.0993,91,17.118,6,263.5298,0.7078957604045119
April,20,camp 1,High,300 x 250,abc,4,0.0065,0,0.0,0,0.0,0.0
April,20,camp 1,High,300 x 250,def,41401,44.9537,198,37.0,111,4618.7292,0.47824931764933215
April,20,camp 1,High,300 x 250,ghi,58649,41.1113,833,156.0,268,13505.1382,1.4203140718511824
April,20,camp 1,High,300 x 250,jkl,6730,3.7779,24,4.0,5,300.2148,0.35661218424962854
April,20,camp 1,High,300 x 250,mno,252666,328.3448,1681,316.0,792,44401.114,0.6653051855018087
April,20,camp 1,Low,300 x 250,def,441,0.1441,2,0.3762,0,0.0,0.45351473922902497
April,20,camp 1,Low,300 x 250,ghi,201,0.1315,4,0.7524,0,0.0,1.9900497512437811
April,20,camp 1,Low,300 x 250,jkl,25,0.0163,0,0.0,0,0.0,0.0
April,20,camp 1,Low,300 x 250,mno,3200,0.8535,9,1.6929,2,75.3115,0.28125
April,20,camp 1,Medium,300 x 250,def,4363,3.1085,15,2.8216,0,0.0,0.343800137520055
April,20,camp 1,Medium,300 x 250,ghi,2405,1.5072,108,20.3159,3,393.7832,4.490644490644491
April,20,camp 1,Medium,300 x 250,jkl,531,0.2982,4,0.7524,0,0.0,0.7532956685499058
April,20,camp 1,Medium,300 x 250,mno,28836,16.3293,164,30.8479,25,1141.9515,0.5687335275350256
April,20,camp 1,High,468 x 60,def,1098,0.5512,1,0.0,7,443.0816,0.09107468123861566
April,20,camp 1,High,468 x 60,ghi,387,0.1559,2,0.0,0,0.0,0.516795865633075
April,20,camp 1,High,468 x 60,jkl,10,0.0066,0,0.0,0,0.0,0.0
April,20,camp 1,High,468 x 60,mno,2363,1.5724,7,1.0,7,670.7013,0.29623360135421073
April,20,camp 1,Low,468 x 60,def,16,0.0028,0,0.0,0,0.0,0.0
April,20,camp 1,Low,468 x 60,mno,18,0.0026,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,468 x 60,def,220,0.0556,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,468 x 60,ghi,10,0.004,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,468 x 60,jkl,1,0.0006,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,468 x 60,mno,188,0.0428,1,0.1881,0,0.0,0.5319148936170213
April,20,camp 1,High,580 x 400,mno,44581,126.6651,693,130.0,345,16850.2403,1.5544738790067518
April,20,camp 1,Low,580 x 400,mno,469,0.1945,7,1.3167,0,0.0,1.4925373134328357
April,20,camp 1,Medium,580 x 400,mno,4453,5.8276,73,13.732,4,119.8937,1.639344262295082
April,20,camp 1,High,670 x 90,def,5204,11.2201,38,7.0,18,550.4284,0.7302075326671791
April,20,camp 1,High,670 x 90,ghi,19161,13.3546,149,28.0,94,4320.7868,0.7776212097489693
April,20,camp 1,High,670 x 90,jkl,387,0.2689,2,0.0,0,0.0,0.516795865633075
April,20,camp 1,High,670 x 90,mno,19881,30.3404,132,24.0,42,2058.7637,0.6639505055077712
April,20,camp 1,Low,670 x 90,def,70,0.0192,0,0.0,0,0.0,0.0
April,20,camp 1,Low,670 x 90,ghi,23,0.015,0,0.0,0,0.0,0.0
April,20,camp 1,Low,670 x 90,jkl,2,0.0016,0,0.0,0,0.0,0.0
April,20,camp 1,Low,670 x 90,mno,271,0.0478,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,670 x 90,def,575,0.6403,4,0.7524,0,0.0,0.6956521739130435
April,20,camp 1,Medium,670 x 90,ghi,1009,0.7186,9,1.6929,0,0.0,0.8919722497522299
April,20,camp 1,Medium,670 x 90,jkl,30,0.0224,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,670 x 90,mno,1910,0.988,14,2.6335,2,182.2122,0.7329842931937173
April,20,camp 1,High,728 x 90,abc,4,0.0092,0,0.0,0,0.0,0.0
April,20,camp 1,High,728 x 90,def,77564,84.0981,412,77.0,171,9132.6561,0.5311742560981898
April,20,camp 1,High,728 x 90,ghi,218009,287.8603,2533,476.0,1034,53158.1619,1.1618786380378792
April,20,camp 1,High,728 x 90,jkl,37184,15.2009,240,45.0,121,4554.2738,0.6454388984509466
April,20,camp 1,High,728 x 90,mno,295403,337.5558,1441,271.0,702,33501.6985,0.487808180688754
April,20,camp 1,High,728 x 90,,6,0.007,0,0.0,0,0.0,0.0
April,20,camp 1,Low,728 x 90,def,856,0.2127,4,0.7524,0,0.0,0.46728971962616817
April,20,camp 1,Low,728 x 90,ghi,354,0.4379,2,0.3762,1,1.7736,0.5649717514124294
April,20,camp 1,Low,728 x 90,jkl,248,0.0982,0,0.0,0,0.0,0.0
April,20,camp 1,Low,728 x 90,mno,3105,0.7436,10,1.8811,0,0.0,0.322061191626409
April,20,camp 1,Medium,728 x 90,def,8332,4.8025,34,6.3952,0,0.0,0.40806529044647144
April,20,camp 1,Medium,728 x 90,ghi,9746,12.4544,154,28.9673,12,1641.6422,1.580135440180587
April,20,camp 1,Medium,728 x 90,jkl,3132,1.2645,27,5.0789,5,555.8407,0.8620689655172413
April,20,camp 1,Medium,728 x 90,mno,32584,17.5068,120,22.5727,32,2311.9728,0.3682789098944267
April,20,camp 1,High,800 x 250,mno,15,0.1032,0,0.0,0,0.0,0.0
April,20,camp 1,Medium,800 x 250,mno,16,0.0027,0,0.0,0,0.0,0.0
